NO.92 0,0,110.401,0,0,0,-5958.51,0,0
NO.93 0,0,110.79,0,0,0,-5895.22,0,0
NO.94 0,0,111.431,0,0,0,-5960.86,0,0
NO.95 0,0,112.209,0,0,0,-5899.44,0,0
NO.96 0,0,112.907,0,0,0,-5937.41,0,0
NO.97 0,0,114.258,0,0,0,-5891.01,0,0
NO.98 0,0,115.265,0,0,0,-5893.36,0,0
NO.99 0,0,115.562,0,0,0,-5926.63,0,0
NO.100 0,0,116.249,0,0,0,-5994.14,0,0
NO.101 0,0,117.313,0,0,0,-5901.8,0,0
NO.102 0,0,118.126,0,0,0,-5941.64,0,0
NO.103 0,0,119.224,0,0,0,0,0,0
NO.104 0,0,119.545,0,0,0,-5996.48,0,0
NO.105 0,0,120.758,0,0,0,-5926.64,0,0
NO.106 0,0,121.525,0,0,0,-5903.67,0,0
NO.107 0,0,122.589,0,0,0,-5882.58,0,0
NO.108 0,0,123.527,0,0,0,-5920.54,0,0
NO.109 0,0,124.225,0,0,0,-5988.05,0,0
NO.110 0,0,125.587,0,0,0,-5924.76,0,0
NO.111 0,0,125.267,0,0,0,-5912.11,0,0
NO.112 0,0,125.805,0,0,0,-5971.17,0,0
NO.113 0,0,127.739,0,0,0,-5966.95,0,0
NO.114 0,0,127.041,0,0,0,-5916.33,0,0
NO.115 0,0,127.235,0,0,0,-5928.98,0,0
NO.116 0,0,129.284,0,0,0,-5884.92,0,0
NO.117 0,0,129.616,0,0,0,-5952.42,0,0
NO.118 0,0,130.554,0,0,0,-5992.27,0,0
NO.119 0,0,131.527,0,0,0,-5937.42,0,0
NO.120 0,0,131.138,0,0,0,-5975.39,0,0
NO.121 0,0,132.545,0,0,0,-5893.36,0,0
NO.122 0,0,133.243,0,0,0,-5907.89,0,0
NO.123 0,0,134.697,0,0,0,-5985.7,0,0
NO.124 0,0,134.411,0,0,0,-5969.3,0,0
NO.125 0,0,135.12,0,0,0,-5899.45,0,0
NO.126 0,0,136.574,0,0,0,-5994.14,0,0
NO.127 0,0,137.192,0,0,0,-5918.2,0,0
NO.128 0,0,136.986,0,0,0,-5891.01,0,0
NO.129 0,0,138.611,0,0,0,-5979.61,0,0
NO.130 0,0,138.302,0,0,0,-5895.23,0,0
NO.131 0,0,139.755,0,0,0,-5983.83,0,0
NO.132 0,0,139.675,0,0,0,-5960.86,0,0
NO.133 0,0,140.43,0,0,0,-5962.73,0,0
NO.134 0,0,141.392,0,0,0,-5958.52,0,0
NO.135 0,0,141.46,0,0,0,-5950.08,0,0
NO.136 0,0,142.399,0,0,0,-5895.23,0,0
NO.137 0,0,143.463,0,0,0,-5884.92,0,0
NO.138 0,0,143.44,0,0,0,-5996.48,0,0
NO.139 0,0,144.024,0,0,0,-5983.82,0,0
NO.140 0,0,144.333,0,0,0,-5994.13,0,0
NO.141 0,0,145.981,0,0,0,-5966.95,0,0
NO.142 0,0,146.404,0,0,0,-5893.35,0,0
NO.143 0,0,146.61,0,0,0,-5901.79,0,0
NO.144 0,0,146.702,0,0,0,-5918.2,0,0
NO.145 0,0,147.217,0,0,0,-5958.51,0,0
NO.146 0,0,148.178,0,0,0,-5971.17,0,0
NO.147 0,0,149.013,0,0,0,-5960.85,0,0
NO.148 0,0,149.723,0,0,0,-5926.64,0,0
NO.149 0,0,150.192,0,0,0,-5924.76,0,0
NO.150 0,0,151.176,0,0,0,-5952.41,0,0
NO.151 0,0,151.714,0,0,0,-5920.55,0,0
NO.152 0,0,151.771,0,0,0,-5891.01,0,0
NO.153 0,0,152.401,0,0,0,-5912.11,0,0
NO.154 0,0,153.282,0,0,0,-5882.57,0,0
NO.155 0,0,154.129,0,0,0,-5950.07,0,0
NO.156 0,0,154.804,0,0,0,-5941.63,0,0
NO.157 0,0,154.644,0,0,0,-5969.29,0,0
NO.158 0,0,154.827,0,0,0,-5937.42,0,0
NO.159 0,0,156.349,0,0,0,5542.59,-5829.6,6861.66
NO.160 0,0,155.926,0,0,0,-5985.7,0,0
NO.161 0,0,157.253,0,0,0,-5903.67,0,0
NO.162 0,0,157.86,0,0,0,-5916.33,0,0
NO.163 0,0,158.317,0,0,0,-5928.98,0,0
NO.164 0,0,158.649,0,0,0,-5907.89,0,0
NO.165 0,0,160.515,0,0,0,-5988.04,0,0
NO.166 0,0,161.533,0,0,0,-5899.45,0,0
NO.167 0,0,163.444,0,0,0,-5992.26,0,0
NO.168 0,0,165.356,0,0,0,-5979.6,0,0
NO.169 0,0,166.74,0,0,0,-5975.39,0,0
NO.170 0,0,167.633,0,0,0,-5962.73,0,0
NO.171 0,0,167.53,0,0,0,-5962.52,0,0
NO.172 0,0,168.548,0,0,0,-5952.21,0,0
NO.173 0,0,169.155,0,0,0,-5949.87,0,0
NO.174 0,0,169.258,0,0,0,-5916.11,0,0
NO.175 0,0,170.116,0,0,0,-5941.43,0,0
NO.176 0,0,170.46,0,0,0,-5979.39,0,0
NO.177 0,0,171.902,0,0,0,-5966.74,0,0
NO.178 0,0,172.634,0,0,0,-5895.02,0,0
NO.179 0,0,173.355,0,0,0,-5969.08,0,0
NO.180 0,0,173.321,0,0,0,-5901.58,0,0
NO.181 0,0,174.179,0,0,0,-5970.96,0,0
NO.182 0,0,175.094,0,0,0,-5893.14,0,0
NO.183 0,0,175.724,0,0,0,-5960.65,0,0
NO.184 0,0,176.365,0,0,0,-5911.89,0,0
NO.185 0,0,176.8,0,0,0,-5903.46,0,0
NO.186 0,0,177.086,0,0,0,-5890.8,0,0
NO.187 0,0,178.161,0,0,0,-5985.49,0,0
NO.188 0,0,178.402,0,0,0,-5899.24,0,0
NO.189 0,0,179.581,0,0,0,-5958.3,0,0
NO.190 0,0,180.221,0,0,0,-5928.77,0,0
NO.191 0,0,181.011,0,0,0,0,0,0
NO.192 0,0,181.125,0,0,0,-5996.27,0,0
NO.193 0,0,181.881,0,0,0,-5882.36,0,0
NO.194 0,0,183.666,0,0,0,-5926.43,0,0
NO.195 0,0,184.33,0,0,0,-5917.99,0,0
NO.196 0,0,183.952,0,0,0,-5987.83,0,0
NO.197 0,0,185.303,0,0,0,-5992.05,0,0
NO.198 0,0,186.23,0,0,0,-5884.71,0,0
NO.199 0,0,187.34,0,0,0,-5920.33,0,0
NO.200 0,0,187.397,0,0,0,-5993.93,0,0
NO.201 0,0,187.809,0,0,0,-5924.55,0,0
NO.202 0,0,190.922,0,0,0,-5983.61,0,0
NO.203 0,0,193.016,0,0,0,-5907.67,0,0
NO.204 0,0,194.309,0,0,0,-5975.18,0,0
NO.205 0,0,195.843,0,0,0,-5937.21,0,0
NO.206 0,0,197.01,0,0,0,-5941.7,0,0
NO.207 0,0,197.49,0,0,0,-5945.92,0,0
NO.208 0,0,198.589,0,0,0,-5919.67,0,0
NO.209 0,0,199.688,0,0,0,-5952.48,0,0
NO.210 0,0,200.661,0,0,0,-5976.39,0,0
NO.211 0,0,200.592,0,0,0,-5955.3,0,0
NO.212 0,0,201.244,0,0,0,-5907.01,0,0
NO.213 0,0,202.572,0,0,0,-5958.58,0,0
NO.214 0,0,203.144,0,0,0,-5906.07,0,0
NO.215 0,0,203.373,0,0,0,-5982.95,0,0
NO.216 0,0,204.185,0,0,0,-5882.64,0,0
NO.217 0,0,205.707,0,0,0,-5965.14,0,0
NO.218 0,0,205.387,0,0,0,-5923.89,0,0
NO.219 0,0,207.344,0,0,0,-5900.45,0,0
NO.220 0,0,207.939,0,0,0,-5886.86,0,0
NO.221 0,0,208.58,0,0,0,-5996.55,0,0
NO.222 0,0,209.163,0,0,0,-5902.79,0,0
NO.223 0,0,210.125,0,0,0,-5969.36,0,0
NO.224 0,0,210.937,0,0,0,-5933.26,0,0
NO.225 0,0,210.766,0,0,0,0,0,0
NO.226 0,0,212.15,0,0,0,-5985.76,0,0
NO.227 0,0,213.077,0,0,0,-5893.42,0,0
NO.228 0,0,213.432,0,0,0,-5926.7,0,0
NO.229 0,0,215.366,0,0,0,-5917.32,0,0
NO.230 0,0,216.522,0,0,0,-5999.83,0,0
NO.231 0,0,216.682,0,0,0,-5995.61,0,0
NO.232 0,0,217.129,0,0,0,-5889.2,0,0
NO.233 0,0,218.616,0,0,0,-5913.11,0,0
NO.234 0,0,218.788,0,0,0,-5989.98,0,0
NO.235 0,0,219.257,0,0,0,-5914.04,0,0
NO.236 0,0,220.402,0,0,0,-5972.17,0,0
NO.237 0,0,222.713,0,0,0,-5978.73,0,0
NO.238 0,0,222.725,0,0,0,-5937.48,0,0
NO.239 0,0,223.938,0,0,0,-5896.23,0,0
NO.240 0,0,225.494,0,0,0,-5959.51,0,0
NO.241 0,0,226.101,0,0,0,-5976.4,0,0
NO.242 0,0,226.73,0,0,0,-5937.48,0,0
NO.243 0,0,228.355,0,0,0,-5923.89,0,0
NO.244 0,0,229.568,0,0,0,-5917.33,0,0
NO.245 0,0,229.912,0,0,0,-5889.2,0,0
NO.246 0,0,230.793,0,0,0,-5913.11,0,0
NO.247 0,0,231.228,0,0,0,-5996.56,0,0
NO.248 0,0,233.253,0,0,0,-5945.93,0,0
NO.249 0,0,234.627,0,0,0,-5985.77,0,0
NO.250 0,0,235.737,0,0,0,-5958.59,0,0
NO.251 0,0,237.659,0,0,0,-5941.71,0,0
NO.252 0,0,238.495,0,0,0,-5959.52,0,0
NO.253 0,0,239.41,0,0,0,-5907.01,0,0
NO.254 0,0,240.291,0,0,0,-5969.37,0,0
NO.255 0,0,242.397,0,0,0,-5919.67,0,0
NO.256 0,0,242.477,0,0,0,-5965.15,0,0
NO.257 0,0,243.702,0,0,0,-5900.45,0,0
NO.258 0,0,244.674,0,0,0,-5933.26,0,0
NO.259 0,0,245.453,0,0,0,-5952.49,0,0
NO.260 0,0,246.734,0,0,0,-5955.31,0,0
NO.261 0,0,248.314,0,0,0,-5999.84,0,0
NO.262 0,0,249.355,0,0,0,0,0,0
NO.263 0,0,249.355,0,0,0,-5978.74,0,0
NO.264 0,0,251.175,0,0,0,-5902.8,0,0
NO.265 0,0,251.701,0,0,0,-5926.7,0,0
NO.266 0,0,252.765,0,0,0,-5995.62,0,0
NO.267 0,0,255.02,0,0,0,-5906.08,0,0
NO.268 0,0,254.722,0,0,0,-5914.04,0,0
NO.269 0,0,256.428,0,0,0,-5896.23,0,0
NO.270 0,0,257.801,0,0,0,-5886.86,0,0
NO.271 0,0,257.938,0,0,0,-5882.64,0,0
NO.272 0,0,260.593,0,0,0,-5893.42,0,0
NO.273 0,0,260.708,0,0,0,-5989.99,0,0
NO.274 0,0,260.833,0,0,0,-5972.18,0,0
NO.275 0,0,263.008,0,0,0,-5982.96,0,0
NO.276 0,0,263.408,0,0,0,-5945.92,0,0
NO.277 0,0,263.603,0,0,0,-5941.71,0,0
NO.278 0,0,266.361,0,0,0,-5995.61,0,0
NO.279 0,0,266.796,0,0,0,-5952.49,0,0
NO.280 0,0,268.203,0,0,0,-5976.39,0,0
NO.281 0,0,269.222,0,0,0,-5902.8,0,0
NO.282 0,0,270.046,0,0,0,-5923.89,0,0
NO.283 0,0,271.911,0,0,0,-5889.21,0,0
NO.284 0,0,271.785,0,0,0,-5982.96,0,0
NO.285 0,0,272.598,0,0,0,-5900.46,0,0
NO.286 0,0,274.441,0,0,0,-5882.64,0,0
NO.287 0,0,275.619,0,0,0,0,0,0
NO.288 0,0,275.997,0,0,0,-5914.05,0,0
NO.289 0,0,276.581,0,0,0,-5937.49,0,0
NO.290 0,0,277.485,0,0,0,-5926.71,0,0
NO.291 0,0,279.064,0,0,0,-5989.99,0,0
NO.292 0,0,279.327,0,0,0,-5985.77,0,0
NO.293 0,0,280.529,0,0,0,-5933.27,0,0
NO.294 0,0,282.772,0,0,0,-5958.58,0,0
NO.295 0,0,282.257,0,0,0,-5959.52,0,0
NO.296 0,0,284.168,0,0,0,-5917.33,0,0
NO.297 0,0,285.633,0,0,0,-5893.43,0,0
NO.298 0,0,285.679,0,0,0,-5913.11,0,0
NO.299 0,0,287.281,0,0,0,-5999.83,0,0
NO.300 0,0,288.345,0,0,0,-5919.67,0,0
NO.301 0,0,290.085,0,0,0,-5896.24,0,0
NO.302 0,0,291,0,0,0,-5972.17,0,0
NO.303 0,0,293.14,0,0,0,-5996.55,0,0
NO.304 0,0,292.831,0,0,0,-5907.02,0,0
NO.305 0,0,292.717,0,0,0,-5886.86,0,0
NO.306 0,0,295.154,0,0,0,-5906.08,0,0
NO.307 0,0,294.616,0,0,0,-5978.74,0,0
NO.308 0,0,296.287,0,0,0,-5955.3,0,0
NO.309 0,0,296.081,0,0,0,-5969.36,0,0
NO.310 0,0,297.569,0,0,0,-5965.14,0,0
NO.311 0,0,299.4,0,0,0,-5862.03,0,0
NO.312 0,0,299.56,0,0,0,-5767.34,0,0
NO.313 0,0,302.421,0,0,0,-5802.97,0,0
NO.314 0,0,303.772,0,0,0,-5918.3,0,0
NO.315 0,0,303.28,0,0,0,-5760.78,0,0
NO.316 0,0,305.008,0,0,0,-5960.94,0,0
NO.317 0,0,304.069,0,0,0,-5985.8,0,0
NO.318 0,0,305.099,0,0,0,-5788.44,0,0
NO.319 0,0,305.488,0,0,0,-5813.28,0,0
NO.320 0,0,307.72,0,0,0,-5794.53,0,0
NO.321 0,0,307.525,0,0,0,-5811.41,0,0
NO.322 0,0,309.871,0,0,0,-5916.43,0,0
NO.323 0,0,312.206,0,0,0,-5780,0,0
NO.324 0,0,313.923,0,0,0,-5996.58,0,0
NO.325 0,0,317.573,0,0,0,-5870.47,0,0
NO.326 0,0,317.814,0,0,0,-5771.56,0,0
NO.327 0,0,320.812,0,0,0,-5885.02,0,0
NO.328 0,0,323.822,0,0,0,-5994.24,0,0
NO.329 0,0,323.902,0,0,0,-5855.94,0,0
NO.330 0,0,323.787,0,0,0,-5891.11,0,0
NO.331 0,0,325.355,0,0,0,-5819.84,0,0
NO.332 0,0,325.241,0,0,0,-5786.09,0,0
NO.333 0,0,326.534,0,0,0,-5903.77,0,0
NO.334 0,0,326.008,0,0,0,-5958.59,0,0
NO.335 0,0,326.969,0,0,0,-5950.16,0,0
NO.336 0,0,328.09,0,0,0,-5853.6,0,0
NO.337 0,0,329.315,0,0,0,-5777.66,0,0
NO.338 0,0,329.899,0,0,0,-5798.75,0,0
NO.339 0,0,329.681,0,0,0,-5878.91,0,0
NO.340 0,0,331.054,0,0,0,-5988.14,0,0
NO.341 0,0,330.07,0,0,0,-5763.12,0,0
NO.342 0,0,332.851,0,0,0,-5975.47,0,0
NO.343 0,0,332.702,0,0,0,-5769.22,0,0
NO.344 0,0,333.858,0,0,0,-5874.69,0,0
NO.345 0,0,334.797,0,0,0,-5857.81,0,0
NO.346 0,0,335.746,0,0,0,-5962.81,0,0
NO.347 0,0,337.063,0,0,0,-5866.25,0,0
NO.348 0,0,338.447,0,0,0,-5907.99,0,0
NO.349 0,0,337.749,0,0,0,-5882.68,0,0
NO.350 0,0,339.214,0,0,0,-5864.38,0,0
NO.351 0,0,338.768,0,0,0,-5929.08,0,0
NO.352 0,0,339.752,0,0,0,-5992.36,0,0
NO.353 0,0,340.599,0,0,0,-5845.16,0,0
NO.354 0,0,340.542,0,0,0,-5937.52,0,0
NO.355 0,0,340.427,0,0,0,-5926.74,0,0
NO.356 0,0,340.885,0,0,0,-5920.64,0,0
NO.357 0,0,341.983,0,0,0,-5924.86,0,0
NO.358 0,0,341.343,0,0,0,-5912.21,0,0
NO.359 0,0,342.888,0,0,0,-5967.03,0,0
NO.360 0,0,343.288,0,0,0,-5790.31,0,0
NO.361 0,0,343.62,0,0,0,-5895.33,0,0
NO.362 0,0,344.146,0,0,0,-5899.55,0,0
NO.363 0,0,344.707,0,0,0,-5796.87,0,0
NO.364 0,0,344.753,0,0,0,-5901.89,0,0
NO.365 0,0,346.275,0,0,0,-5893.46,0,0
NO.366 0,0,346.847,0,0,0,-5979.69,0,0
NO.367 0,0,347.706,0,0,0,-5983.91,0,0
NO.368 0,0,347.751,0,0,0,-5971.25,0,0
NO.369 0,0,348.449,0,0,0,-5969.38,0,0
NO.370 0,0,349.044,0,0,0,-5952.5,0,0
NO.371 0,0,349.022,0,0,0,-5941.72,0,0
NO.372 0,0,349.228,0,0,0,-5944.06,0,0
NO.373 0,0,350.727,0,0,0,-5815.63,0,0
NO.374 0,0,350.2,0,0,0,-5807.19,0,0
NO.375 0,0,351.265,0,0,0,-5836.72,0,0
NO.376 0,0,351.596,0,0,0,-5828.28,0,0
