 0,-0.000006,-0.000002,0.000018,0.000000,0.000000,0.000036,
 1,-0.000006,-0.000002,0.000017,0.000000,0.000000,0.000036,
 2,-0.000006,-0.000002,0.000017,0.000000,0.000000,0.000036,
 3,-0.000006,-0.000002,0.000017,0.000000,0.000000,0.000036,
 4,-0.000006,-0.000002,0.000017,0.000000,0.000000,0.000035,
 5,-0.000006,-0.000002,0.000017,0.000000,0.000000,0.000035,
 6,-0.000006,-0.000002,0.000017,0.000000,0.000000,0.000035,
 7,-0.000006,-0.000002,0.000017,0.000000,0.000000,0.000035,
 8,-0.000005,-0.000002,0.000017,0.000000,0.000000,0.000035,
 9,-0.000005,-0.000002,0.000017,0.000000,0.000000,0.000035,
 10,-0.000005,-0.000002,0.000017,0.000000,0.000000,0.000034,
 11,-0.000005,-0.000002,0.000017,0.000000,0.000000,0.000035,
 12,-0.000005,-0.000002,0.000017,0.000000,0.000000,0.000034,
 13,-0.000005,-0.000002,0.000017,0.000000,0.000000,0.000034,
 14,-0.000005,-0.000002,0.000017,0.000000,0.000000,0.000034,
 15,-0.000005,-0.000002,0.000017,0.000001,0.000000,0.000034,
 16,-0.000005,-0.000002,0.000017,0.000001,0.000000,0.000034,
 17,-0.000005,-0.000002,0.000017,0.000001,0.000000,0.000033,
 18,-0.000005,-0.000002,0.000017,0.000001,0.000000,0.000032,
 19,-0.000005,-0.000002,0.000018,0.000001,0.000000,0.000031,
 20,-0.000005,-0.000002,0.000018,0.000001,0.000000,0.000031,
 21,-0.000005,-0.000003,0.000019,0.000002,0.000001,0.000030,
 22,-0.000005,-0.000004,0.000020,0.000002,0.000001,0.000030,
 23,-0.000005,-0.000005,0.000021,0.000003,0.000001,0.000029,
 24,-0.000005,-0.000007,0.000023,0.000003,0.000001,0.000027,
 25,-0.000005,-0.000010,0.000029,0.000004,0.000002,0.000025,
 26,-0.000005,-0.000014,0.000037,0.000005,0.000002,0.000022,
 27,-0.000005,-0.000026,0.000061,0.000007,0.000003,0.000017,
 28,-0.000005,-0.000047,0.000129,0.000011,0.000004,0.000011,
 29,-0.000005,-0.000065,0.000209,0.000016,0.000004,0.000006,
 30,-0.000005,-0.000103,0.000319,0.000025,0.000005,-0.000005,
 31,-0.000005,-0.000150,0.000391,0.000036,0.000008,-0.000023,
 32,-0.000005,-0.000204,0.000467,0.000051,0.000013,-0.000043,
 33,-0.000005,-0.000264,0.000558,0.000068,0.000019,-0.000067,
 34,-0.000005,-0.000339,0.000678,0.000099,0.000029,-0.000100,
 35,-0.000005,-0.000400,0.000785,0.000129,0.000039,-0.000126,
 36,-0.000005,-0.000491,0.000957,0.000176,0.000056,-0.000175,
 37,-0.000005,-0.000593,0.001157,0.000224,0.000075,-0.000231,
 38,-0.000005,-0.000697,0.001367,0.000301,0.000094,-0.000292,
 39,-0.000006,-0.000778,0.001561,0.000366,0.000110,-0.000346,
 40,-0.000006,-0.000916,0.001914,0.000481,0.000136,-0.000447,
 41,-0.000006,-0.001058,0.002334,0.000598,0.000167,-0.000564,
 42,-0.000006,-0.001199,0.002794,0.000727,0.000204,-0.000693,
 43,-0.000007,-0.001346,0.003312,0.000869,0.000244,-0.000854,
 44,-0.000008,-0.001491,0.003876,0.001016,0.000290,-0.001067,
 45,-0.000010,-0.001651,0.004439,0.001172,0.000338,-0.001524,
 46,-0.000014,-0.001842,0.004971,0.001348,0.000396,-0.002203,
 47,-0.000022,-0.002009,0.005322,0.001504,0.000454,-0.003420,
 48,-0.000038,-0.002211,0.005701,0.001716,0.000522,-0.005492,
 49,-0.000077,-0.002478,0.006215,0.001930,0.000607,-0.007695,
 50,-0.000124,-0.002725,0.006713,0.002089,0.000681,-0.009088,
 51,-0.000170,-0.002963,0.007189,0.002239,0.000749,-0.010081,
 52,-0.000223,-0.003270,0.007817,0.002440,0.000835,-0.011089,
 53,-0.000276,-0.003592,0.008507,0.002698,0.000921,-0.012004,
