 0,0.011437,-0.011437,-0.011437,0.022881,-0.011437,0.011437,
 1,-0.011437,0.000000,-0.011437,-0.011437,-0.011437,0.011437,
 2,0.011437,-0.011437,0.011437,-0.011437,0.000000,0.000000,
 3,0.011437,-0.011437,0.011437,0.011437,-0.022881,0.000000,
 4,0.011437,-0.011437,0.011437,0.022881,0.000000,0.000000,
 5,0.000000,0.011437,-0.011437,-0.011437,-0.011437,0.000000,
 6,0.011437,0.000000,0.000000,0.000000,0.000000,0.011437,
 7,-0.022881,-0.011437,0.000000,0.000000,-0.022881,0.000000,
 8,-0.011437,0.011437,0.011437,-0.022881,-0.022881,0.000000,
 9,0.022881,0.000000,0.011437,0.011437,0.011437,0.011437,
 10,0.000000,-0.011437,0.000000,0.011437,0.000000,-0.022881,
 11,0.000000,-0.034325,0.022881,0.011437,0.011437,0.000000,
 12,-0.022881,0.022881,0.011437,0.000000,0.000000,-0.022881,
 13,0.000000,0.000000,0.011437,0.011437,-0.011437,0.000000,
 14,0.011437,0.000000,0.000000,0.000000,-0.011437,0.000000,
 15,-0.022881,-0.011437,0.022881,0.011437,0.011437,0.000000,
 16,0.011437,-0.057213,0.022881,0.000000,0.022881,-0.022881,
 17,0.000000,0.000000,0.068657,0.000000,-0.011437,0.000000,
 18,0.011437,-0.045769,0.057213,0.034325,0.022881,-0.034325,
 19,0.000000,-0.045769,0.080101,0.045769,0.011437,-0.011437,
 20,0.000000,-0.068657,0.137322,0.057213,0.034325,0.000000,
 21,0.000000,-0.114434,0.171654,0.022881,0.011437,-0.022881,
 22,0.000000,-0.183098,0.217431,0.091546,0.045769,-0.022881,
 23,0.000000,-0.228875,0.343316,0.137322,0.068657,-0.034325,
 24,0.000000,-0.251763,0.354760,0.148766,0.057213,-0.045769,
 25,0.000000,-0.343316,0.400536,0.205986,0.068657,-0.034325,
 26,-0.011437,-0.492089,0.617974,0.320427,0.125878,-0.045769,
 27,0.000000,-0.526421,0.995629,0.389092,0.125878,-0.102990,
 28,-0.034325,-0.583642,1.510613,0.411980,0.171654,-0.114434,
 29,-0.045769,-0.640862,1.556389,0.446312,0.194542,-0.171654,
 30,-0.034325,-0.698082,1.716607,0.549309,0.217431,-0.171654,
 31,-0.045769,-0.755303,2.059929,0.663750,0.286095,-0.228875,
 32,-0.068657,-0.812523,2.689354,0.720971,0.297539,-0.595086,
 33,-0.114434,-0.881188,3.719323,0.629418,0.400536,-1.041405,
 34,-0.125878,-0.961297,4.657738,0.663750,0.446312,-2.311699,
 35,-0.137322,-1.087182,4.909508,0.549309,0.446312,-2.185814,
 36,-0.160210,-1.041405,4.085534,0.652306,0.457757,-1.842492,
 37,-0.217431,-1.224511,3.971093,0.858300,0.492089,-1.499169,
 38,-0.331872,-1.327507,4.749291,0.961297,0.537865,-1.281731,
 39,-0.308983,-1.453393,4.932396,1.041405,0.583642,-1.052849,
 40,-0.354760,-1.487725,5.012505,1.098626,0.629418,-1.087182,
 41,-0.366204,-1.453393,5.298607,1.098626,0.537865,-1.110070,
 42,-0.434868,-1.487725,5.310051,1.190178,0.686638,-1.178734,
 43,-0.480645,-1.842492,5.676262,1.327507,0.709527,-1.293175,
 44,-0.526421,-1.922600,6.031029,1.304619,0.778191,-1.476281,
 45,-0.595086,-2.059929,6.294243,1.361840,0.778191,-1.659386,
 46,-0.663750,-2.208703,7.129662,1.579278,0.801079,-1.819603,
 47,-0.617974,-2.185814,8.159623,1.613610,0.823967,-1.888268,
 48,-0.743859,-2.380364,8.731828,1.796715,0.869744,-1.785271,
 49,-0.778191,-2.471917,8.869157,1.773827,0.904076,-1.853936,
 50,-0.801079,-2.826684,9.452806,1.956933,0.949852,-2.140038,
 51,-0.755303,-3.009789,9.658799,2.071373,1.007073,-2.300255,
 52,-0.755303,-3.238671,9.807572,2.185814,1.075737,-2.483361,
 53,-0.823967,-3.353112,10.242448,2.346032,1.098626,-2.346032,
 54,-0.846856,-3.524773,11.203752,2.403252,1.167290,-2.563469,
 55,-0.766747,-3.845208,11.341081,2.723687,1.155846,-3.055565,
 56,-0.835412,-4.016869,11.569963,2.723687,1.270287,-3.101342,
 57,-0.892632,-4.142754,12.313828,2.883904,1.270287,-2.918236,
 58,-0.972741,-4.245751,12.805924,2.986901,1.316063,-3.192894,
 59,-1.052849,-4.451745,13.240800,3.089898,1.361840,-3.215783,
 60,-1.087182,-4.589074,14.327989,3.192894,1.396172,-3.170006,
 61,-1.167290,-4.829400,13.996110,3.490441,1.476281,-3.662102,
 62,-1.247399,-4.886620,14.682755,3.639214,1.430504,-3.879540,
 63,-1.270287,-5.035393,15.312173,3.639214,1.533501,-3.753655,
 64,-1.304619,-5.172722,15.827157,3.868096,1.499169,-4.051201,
 65,-1.293175,-5.504601,16.845682,4.016869,1.602166,-3.913872,
 66,-1.361840,-5.687706,17.635324,4.199975,1.682274,-4.589074,
 67,-1.396172,-5.733483,18.493631,4.463189,1.773827,-4.646294,
 68,-1.464837,-6.053917,18.825510,4.486077,1.773827,-4.783623,
 69,-1.487725,-6.179802,19.901254,4.623406,1.739495,-4.589074,
 70,-1.464837,-6.580346,19.912698,4.692070,1.693718,-4.554741,
 71,-1.510613,-6.614678,21.114328,4.955285,1.808159,-4.978173,
 72,-1.487725,-6.660454,21.675088,5.252831,1.922600,-5.252831,
 73,-1.522057,-6.752007,21.869638,5.310051,1.956933,-5.516045,
 74,-1.659386,-7.255547,22.396066,5.676262,1.934044,-5.928032,
 75,-1.785271,-7.621751,23.620577,5.722039,1.899712,-5.756371,
 76,-1.876824,-7.724748,24.307222,6.122582,1.899712,-5.996697,
 77,-1.888268,-8.216844,25.371523,6.111138,2.014153,-5.859368,
 78,-1.899712,-8.125291,26.275606,6.546013,2.059929,-6.088250,
 79,-1.956933,-8.754716,26.344271,6.591790,2.059929,-6.660454,
 80,-2.128594,-8.743272,27.797670,6.752007,2.128594,-6.568902,
 81,-2.288811,-8.914933,27.957888,7.232659,2.220147,-6.614678,
 82,-2.460473,-8.960710,28.964968,7.278435,2.151482,-6.797783,
 83,-2.426140,-9.326921,29.983492,7.472985,2.243035,-6.935112,
 84,-2.563469,-9.944901,30.830348,7.575974,2.254479,-7.472985,
 85,-2.574914,-10.128007,31.654322,8.079515,2.288811,-7.747636,
 86,-2.632134,-10.322556,32.535517,8.377061,2.368920,-7.862077,
 87,-2.655022,-10.528550,33.576930,8.514390,2.311699,-8.010850,
 88,-2.700799,-11.009202,34.252131,8.789048,2.346032,-7.965074,
 89,-2.792351,-10.826097,35.156214,8.880601,2.380364,-8.399949,
 90,-2.723687,-11.604295,35.339320,9.338365,2.357476,-8.319840,
 91,-2.849572,-11.352525,35.510981,9.544358,2.529137,-8.583055,
 92,-2.895348,-11.672959,37.158930,9.967790,2.517693,-9.029374,
 93,-2.918236,-12.084947,38.166003,9.899125,2.483361,-9.132371,
 94,-3.101342,-12.760148,38.944201,10.196671,2.552025,-9.510026,
 95,-3.215783,-13.069139,40.306048,10.505662,2.471917,-9.429917,
 96,-3.238671,-13.080583,41.038470,10.963426,2.403252,-9.372697,
 97,-3.284447,-13.149247,41.759448,10.963426,2.540581,-10.105119,
 98,-3.318779,-13.652787,43.155627,11.100755,2.437584,-10.391221,
 99,-3.376000,-13.870225,43.830829,11.627183,2.494805,-10.425553,
 100,-3.490441,-14.030442,44.437366,11.913285,2.494805,-10.471330,
 101,-3.570549,-14.270768,45.902202,11.959062,2.449028,-10.745988,
 102,-3.604882,-14.808640,46.394298,12.439713,2.460473,-10.585771,
 103,-3.810875,-15.232065,47.252605,12.634263,2.380364,-11.306748,
 104,-3.765099,-15.277841,49.083660,13.332353,2.449028,-11.020646,
 105,-3.822320,-15.712717,49.255321,13.595567,2.323143,-11.775956,
 106,-3.913872,-15.655496,50.548503,13.813004,2.414696,-11.947618,
 107,-4.005425,-16.456583,51.990459,13.813004,2.334588,-11.512742,
 108,-3.982537,-16.571023,51.212261,14.179215,2.334588,-12.176499,
 109,-4.119866,-16.204813,53.134861,14.854417,2.277367,-12.451158,
 110,-4.222863,-17.177560,54.531040,15.106180,2.197258,-12.668595,
 111,-4.199975,-17.257669,55.297794,15.552499,2.277367,-12.794480,
 112,-4.394524,-17.223337,55.904331,15.541055,2.162926,-12.702928,
 113,-4.463189,-18.333414,57.964268,15.689828,2.185814,-13.526902,
 114,-4.623406,-18.516519,59.177341,16.319253,2.071373,-13.607011,
 115,-4.806511,-18.379190,59.314671,16.880014,2.105706,-13.744340,
 116,-4.863732,-18.653848,60.047085,16.983011,2.071373,-13.881669,
 117,-4.829400,-19.592264,60.996945,17.452219,2.014153,-13.813004,
 118,-4.863732,-19.924142,62.267239,17.944314,1.899712,-14.408097,
 119,-5.149834,-20.038583,62.095578,17.784097,1.911156,-14.385209,
 120,-5.184166,-20.244577,63.285763,18.505075,1.876824,-14.980302,
 121,-5.229943,-20.851114,65.368588,19.214609,1.785271,-15.232065,
 122,-5.229943,-20.427682,65.608914,19.477823,1.682274,-15.346506,
 123,-5.298607,-21.285989,67.829061,19.660928,1.567833,-15.563943,
 124,-5.378716,-20.931222,68.092275,19.889810,1.522057,-15.678384,
 125,-5.447381,-21.743753,69.637227,20.416238,1.544945,-16.376474,
 126,-5.630486,-21.778085,70.438313,21.034219,1.453393,-16.113260,
